group,mouse_id,day,fmt_donor_recipient,fmt_donor_id,donor_number,sex,mouse_genotype.x,sample_type.x,treatment,treatment_no_cd,treatment_fmt_only,exp_id_number,experiment,sample_date.x,cdiff_cfu,pos_d1_cdiff,ever_pos_cdiff,lipocalin_2
1505.d0,1505,0,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,
1505.dn21,1505,-21,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,12449.1
1506.cec,1506,0,NA,NA,NA,M,il10,cecal.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1506.col,1506,0,NA,NA,NA,M,il10,colon.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1506.d0,1506,0,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,105.5
1506.dn21,1506,-21,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,2369.2
1506.dn35,1506,-35,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,2.6
1507.cec,1507,0,NA,NA,NA,M,il10,cecal.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1507.col,1507,0,NA,NA,NA,M,il10,colon.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1507.d0,1507,0,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,7.4
1507.dn35,1507,-35,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,10.8
1508.cec,1508,0,NA,NA,NA,M,il10,cecal.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1508.col,1508,0,NA,NA,NA,M,il10,colon.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1508.d0,1508,0,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,42.4
1508.dn35,1508,-35,NA,NA,NA,M,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,2.7
1509.cec,1509,0,NA,NA,NA,F,il10,cecal.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1509.col,1509,0,NA,NA,NA,F,il10,colon.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1509.d0,1509,0,NA,NA,NA,F,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,158.1
1509.dn21,1509,-21,NA,NA,NA,F,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,43166.7
1509.dn35,1509,-35,NA,NA,NA,F,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,16.1
1510.cec,1510,0,NA,NA,NA,F,il10,cecal.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1510.col,1510,0,NA,NA,NA,F,il10,colon.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1510.d0,1510,0,NA,NA,NA,F,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,590
1510.dn21,1510,-21,NA,NA,NA,F,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,6090.3
1510.dn35,1510,-35,NA,NA,NA,F,il10,feces,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,18
1511.cec,1511,0,NA,NA,NA,F,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1511.col,1511,0,NA,NA,NA,F,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1511.d0,1511,0,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1511.dn21,1511,-21,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,no,8.5
1511.dn35,1511,-35,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,no,23.1
1512.cec,1512,0,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1512.col,1512,0,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1512.d0,1512,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,23.8
1512.dn21,1512,-21,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,no,9.7
1513.cec,1513,0,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1513.col,1513,0,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1513.d0,1513,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,10.3
1513.dn35,1513,-35,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,no,15.8
1514.cec,1514,0,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1514.col,1514,0,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,NA
1514.d0,1514,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,no,27.7
1514.dn21,1514,-21,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,no,2.5
1514.dn35,1514,-35,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,no,7.473198161
1515.cec,1515,1,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1515.col,1515,1,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1515.d0,1515,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,NA
1515.dn35,1515,-35,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,14
1516.cec,1516,1,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1516.col,1516,1,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1516.d1,1516,1,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1516.d0,1516,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,8.1
1516.dn21,1516,-21,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,no,no,12.2
1516.dn35,1516,-35,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,3.7
1523.cec,1523,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,76000000,yes,yes,NA
1523.col,1523,1,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,yes,yes,NA
1523.d1,1523,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,91000000,yes,yes,NA
1523.d0,1523,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,yes,yes,NA
1524.cec,1524,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,330000,yes,yes,NA
1524.col,1524,1,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,yes,yes,NA
1524.d1,1524,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,270000,yes,yes,NA
1524.d0,1524,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,yes,yes,57740.4
1524.dn21,1524,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,yes,yes,10747.3
1525.cec,1525,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1525.col,1525,1,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1525.d0,1525,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,17.1
1525.dn35,1525,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,12.8
1535.cec,1535,1,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1535.col,1535,1,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1535.d1,1535,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1535.d0,1535,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,3401.9
1535.dn21,1535,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,no,no,8228.9
1535.dn35,1535,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,3
1536.cec,1536,1,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,1.35E+08,yes,yes,NA
1536.col,1536,1,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,yes,yes,NA
1536.d1,1536,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,1.87E+08,yes,yes,NA
1536.d0,1536,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,yes,yes,1940.4
1537.cec,1537,1,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0.00E+00,yes,yes,NA
1537.col,1537,1,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,yes,yes,NA
1537.d1,1537,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,4.00E+06,yes,yes,NA
1537.d0,1537,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,yes,yes,5653.5
1537.dn21,1537,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,yes,yes,8072.5
1538.cec,1538,1,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1538.col,1538,1,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1538.d1,1538,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,yes,yes,NA
1538.dn21,1538,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,no,no,14251.9
1539.cec,1539,1,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1539.col,1539,1,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1539.d1,1539,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0.00E+00,no,no,NA
1539.dn21,1539,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,no,no,4455.4
1540.cec,1540,1,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1540.col,1540,1,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1540.d1,1540,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0.00E+00,no,no,NA
1540.d0,1540,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,43.7
1540.dn21,1540,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,no,no,9794.6
1540.dn35,1540,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,11.1
1541.cec,1541,1,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1541.col,1541,1,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1541.d1,1541,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0.00E+00,no,no,NA
1541.d0,1541,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,0
1541.dn21,1541,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,no,no,24691.5
1541.dn35,1541,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,2.4
1542.cec,1542,1,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1542.col,1542,1,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,NA
1542.d1,1542,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,0.00E+00,no,no,NA
1542.d0,1542,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,991
1542.dn21,1542,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,no,no,11042.7
1542.dn35,1542,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,800.6
1543.dn35,1543,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,NA,NA,10.960288
1544.cec,1544,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1544.col,1544,1,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1544.dn21,1544,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,NA,NA,NA
1544.dn35,1544,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,NA,NA,1.2
1545.cec,1545,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,2800000,yes,yes,NA
1545.col,1545,1,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,yes,yes,NA
1545.d1,1545,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,560000,yes,yes,NA
1545.d0,1545,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,yes,yes,226404.8
1545.dn21,1545,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,yes,yes,6938.4
1545.dn35,1545,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,yes,yes,4
1546.cec,1546,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,22000,yes,yes,NA
1546.col,1546,1,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,yes,yes,NA
1546.d1,1546,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,1000,yes,yes,NA
1546.d0,1546,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,yes,yes,135699
1546.dn21,1546,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20210410,NA,yes,yes,8685.9
1546.dn35,1546,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,yes,yes,NA
1547.cec,1547,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1547.col,1547,1,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1547.d1,1547,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0.00E+00,no,no,NA
1547.d0,1547,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,10192.5
1547.dn35,1547,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,0.2
1548.cec,1548,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
1548.col,1548,1,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,NA,no,no,NA
1548.d1,1548,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0.00E+00,no,no,NA
1548.d0,1548,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212510,NA,no,no,126.2
1548.dn35,1548,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212009,NA,no,no,4.5
1549.cec,1549,1,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + anti-p40,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212610,0,no,no,NA
